Logit_class_0,Logit_class_1
-4.4804688,4.5273438
-5.0546875,5.1679688
-5.1757812,5.2382812
-4.4023438,4.46875
-3.09375,3.2988281
-4.0390625,4.125
-3.0742188,3.1015625
-4.3671875,4.4414062
-4.1132812,4.1445312
-4.859375,4.9335938
-4.1640625,4.2421875
-5.2734375,5.3671875
-3.6328125,3.7109375
-4.390625,4.4609375
-5.078125,5.1601562
-4.75,4.8085938
-2.8417969,2.8984375
-4.5585938,4.59375
-4.7304688,4.84375
-4.9765625,5.078125
-5.171875,5.15625
-5.5703125,5.640625
-4.484375,4.4882812
-4.6914062,4.7226562
-3.7890625,3.8222656
-2.4472656,2.5117188
-5.2773438,5.359375
-4.8554688,4.9765625
-4.4375,4.5078125
-5.2734375,5.4375
-5.1679688,5.2265625
-2.3945312,2.4785156
-2.5253906,2.5273438
-4.3789062,4.4960938
-4.0898438,4.2148438
-3.9199219,3.9296875
-5.3554688,5.5039062
-2.8984375,2.9472656
-4.2148438,4.3359375
-4.9648438,5.1367188
-5.2109375,5.3203125
-5.0703125,5.1484375
-4.6953125,4.8359375
-4.9921875,5.1367188
-3.4863281,3.5644531
-4.2773438,4.359375
-5.3554688,5.4296875
-4.8632812,4.9726562
-3.1953125,3.296875
-4.7539062,4.8476562
-4.296875,4.3984375
-4.2421875,4.3164062
-5.4882812,5.5546875
-4.8867188,4.9726562
-3.0351562,3.1503906
-3.640625,3.6601562
-4.140625,4.2070312
-4.7695312,4.9453125
-4.046875,4.1054688
-4.6757812,4.7148438
-4.9179688,5.0273438
-5.1015625,5.1679688
-4.765625,4.8984375
-5.4609375,5.515625
-4.859375,4.9179688
-5.15625,5.234375
-3.3417969,3.3925781
-4.9335938,4.9804688
-4.6601562,4.59375
-4.703125,4.8398438
-4.6640625,4.7070312
-5.2578125,5.3242188
-5.1757812,5.3046875
-4.8671875,5.0234375
-4.8046875,4.9179688
-3.1386719,3.171875
-4.1210938,4.203125
-3.7695312,3.8574219
-4.796875,4.78125
-4.2148438,4.2421875
-5.515625,5.609375
-5.0898438,5.1328125
-4.7578125,4.8242188
-4.7890625,4.9492188
-5.5078125,5.5976562
-4.7226562,4.8203125
-3.5625,3.6484375
-4.234375,4.3164062
-5.2890625,5.3710938
-4.7226562,4.8046875
-2.3515625,2.3808594
-5.5859375,5.65625
-4.15625,4.2421875
-4.4257812,4.46875
-3.5546875,3.59375
-4.7734375,4.8789062
-4.7382812,4.828125
-4.0742188,4.1289062
-4.3828125,4.4960938
-3.8164062,3.84375
-5.1484375,5.2148438
-4.375,4.5039062
-4.203125,4.2304688
-4.25,4.2460938
-4.7070312,4.8242188
-4.2539062,4.3671875
-3.9199219,4.0234375
-5.3203125,5.359375
-4.4101562,4.4414062
-4.4257812,4.4765625
-4.9179688,5.0664062
-5.0078125,5.078125
-2.2421875,2.1816406
-4.5820312,4.75
-3.6992188,3.7246094
-4.1210938,4.21875
-5.078125,5.1757812
-4.34375,4.3710938
-5.1835938,5.2460938
-4.1679688,4.3007812
-5.3476562,5.4375
-4.703125,4.8046875
-3.4609375,3.4550781
-4.8828125,5.0039062
-3.8925781,3.9472656
-3.625,3.640625
-4.6679688,4.7578125
-4.7460938,4.8046875
-3.9433594,4.015625
-4.515625,4.5429688
-5.2578125,5.328125
-4.8046875,4.8945312
-4.6015625,4.6679688
-4.1171875,4.1953125
-2.9160156,2.9824219
-4.5273438,4.6210938
-3.3378906,3.4257812
-5.0820312,5.1171875
-4.9414062,5.0039062
-5.453125,5.53125
-5.3671875,5.4257812
-3.0957031,3.0859375
-3.9804688,3.9863281
-4.5078125,4.5820312
-4.6367188,4.6953125
-4.1757812,4.15625
-4.2460938,4.3085938
-5.234375,5.3085938
-4.96875,5.0742188
-5.4765625,5.5078125
-4.4023438,4.4882812
-4.0273438,4.0429688
-5.1679688,5.328125
-5.0820312,5.2109375
-4.625,4.7070312
-4.71875,4.78125
-4.0585938,4.0898438
-5.0898438,5.1289062
-4.5820312,4.6835938
-4.8007812,4.90625
-4.15625,4.1992188
-3.8769531,3.9628906
-4.40625,4.484375
-5.4023438,5.4804688
-4.4101562,4.5546875
-3.0917969,3.1835938
-4.6015625,4.7148438
-5.3164062,5.3945312
-4.5195312,4.6171875
-3.9765625,4.0273438
-4.4453125,4.5234375
-4.2226562,4.2851562
-4.4609375,4.4609375
-5.1289062,5.2851562
-5.6640625,5.7421875
-5.2265625,5.2695312
-4.9570312,5.0625
-5.0234375,5.2578125
-2.3222656,2.3828125
-5.6054688,5.625
-5.0195312,5.0546875
-5.1914062,5.3320312
-4.8515625,4.9296875
-4.7851562,4.875
-4.3632812,4.4296875
-5.3164062,5.359375
-4.6484375,4.7539062
-4.9414062,5.015625
-2.5253906,2.5742188
-5.15625,5.2070312
-5.3085938,5.4492188
-5.2539062,5.3710938
-5.8867188,5.9804688
-5.1171875,5.1953125
-5.4882812,5.53125
-5.4960938,5.5507812
-4.9453125,5.0625
-3.4316406,3.5
-5.7109375,5.6914062
-4.3554688,4.4257812
-4.9882812,5.0898438
-4.7226562,4.7304688
-3.1582031,3.0273438
-4.8398438,4.9257812
-4.9414062,5.015625
-4.6992188,4.8242188
-5.1289062,5.2070312
-3.6191406,3.7402344
-3.9023438,4.0039062
-5.1640625,5.2304688
-4.1679688,4.2851562
-4.6757812,4.7734375
-5.1171875,5.1210938
-4.8164062,4.8867188
-4.515625,4.6640625
-5.3984375,5.421875
-5.0898438,5.1367188
-5.0,5.0820312
-3.5683594,3.5742188
-4.8164062,4.9179688
-5.1835938,5.3515625
-3.9335938,3.9746094
-4.453125,4.578125
-3.6894531,3.703125
-4.5507812,4.6367188
-4.984375,5.1289062
-4.3671875,4.4414062
-3.8144531,3.8710938
-4.515625,4.6210938
-4.4609375,4.5351562
-3.4921875,3.6210938
-5.9023438,5.9570312
-5.6523438,5.7070312
-5.578125,5.6640625
-5.921875,5.9960938
-4.9492188,4.9960938
-3.1835938,3.1972656
-5.7734375,5.8007812
-4.0429688,4.1914062
-4.078125,4.1914062
-5.0390625,5.09375
-3.4980469,3.6972656
-5.2734375,5.421875
-5.0859375,5.1523438
-4.8203125,4.9570312
-4.8789062,4.9726562
-4.7070312,4.7460938
-3.28125,3.3242188
-4.203125,4.2695312
-4.3398438,4.3789062
-4.6601562,4.6914062
-5.1132812,5.2109375
-3.8398438,3.9550781
-4.8164062,4.921875
-5.0195312,5.0585938
-4.3398438,4.4882812
-4.1132812,4.1640625
-3.9746094,4.0507812
-4.1953125,4.3515625
-5.1953125,5.3085938
-4.9101562,4.9765625
-4.171875,4.3359375
-4.9179688,4.9414062
-5.640625,5.78125
-5.171875,5.375
-3.5390625,3.6953125
-4.7539062,4.8164062
-5.2265625,5.3320312
-4.5625,4.6484375
-3.8496094,3.9296875
-3.3261719,3.4335938
-5.0625,5.1171875
-3.4296875,3.5273438
-4.2617188,4.3554688
-3.1386719,3.171875
-4.171875,4.2617188
-3.2324219,3.2851562
-5.3945312,5.5039062
-5.5546875,5.6875
-4.4765625,4.6015625
-4.4453125,4.5585938
-4.7734375,4.9296875
-4.0625,4.0859375
-3.7207031,3.8496094
-4.3359375,4.421875
-3.8300781,3.8886719
-4.2539062,4.3007812
-4.9726562,4.9804688
-5.3164062,5.3789062
-3.7753906,3.8554688
-2.5507812,2.5703125
-3.7539062,3.7460938
-4.7578125,4.8828125
-4.5859375,4.6953125
-4.8671875,4.8867188
-4.2929688,4.2890625
-4.6796875,4.6757812
-4.875,4.9882812
-4.2382812,4.3359375
-5.109375,5.265625
-5.4921875,5.5546875
-5.1679688,5.234375
-2.7441406,2.8378906
-5.2695312,5.34375
-3.96875,4.0507812
-3.2597656,3.328125
-4.625,4.71875
-4.171875,4.234375
-4.3632812,4.375
-5.6796875,5.7109375
-3.4472656,3.5292969
-5.2265625,5.3828125
-4.8945312,4.9492188
-3.9296875,3.953125
-5.0195312,5.1289062
-4.59375,4.7109375
-4.1992188,4.3046875
-3.3945312,3.4023438
-4.4726562,4.5625
-4.9414062,4.984375
-4.515625,4.6328125
-4.2460938,4.359375
-5.5078125,5.5820312
-3.59375,3.71875
-5.1835938,5.2421875
-5.1015625,5.1132812
-5.6132812,5.734375
-5.3476562,5.4257812
-3.6699219,3.7949219
-5.2070312,5.3125
-4.6289062,4.7148438
-5.4375,5.5234375
-4.2617188,4.3007812
-4.3164062,4.390625
-4.9648438,5.0039062
-4.9414062,5.1015625
-4.1601562,4.2382812
-5.2304688,5.3320312
-4.5585938,4.640625
-4.4375,4.5703125
-4.0234375,4.1289062
-4.3398438,4.4648438
-4.8945312,5.0078125
-4.703125,4.8867188
-4.0078125,4.0351562
-4.1445312,4.2578125
-4.7695312,4.8242188
-5.6289062,5.7070312
-5.3125,5.4101562
-5.359375,5.3867188
-3.7617188,3.7988281
-4.7148438,4.8320312
-4.4414062,4.4960938
-4.1132812,4.1210938
-2.7949219,2.8652344
-4.078125,4.1484375
-5.5703125,5.6523438
-5.4023438,5.5078125
-1.7666016,1.8457031
-5.21875,5.2851562
-5.1875,5.2070312
-4.6015625,4.6523438
-5.25,5.4140625
-4.9960938,5.15625
-4.625,4.7226562
-4.3164062,4.3085938
-3.8925781,3.953125
-4.8125,4.8671875
-3.2539062,3.2988281
-4.171875,4.2265625
-5.0625,5.1445312
-4.1523438,4.21875
-5.078125,5.1875
-5.0078125,5.09375
-5.171875,5.2382812
-4.953125,5.0976562
-4.90625,5.0039062
-5.28125,5.3476562
-4.9414062,5.0664062
-5.4453125,5.5507812
-5.3984375,5.5078125
-5.015625,5.0585938
-5.0390625,5.125
-5.7460938,5.8554688
-4.4375,4.5351562
-5.3085938,5.4257812
-4.765625,4.8046875
-3.8691406,3.8847656
-4.3828125,4.4101562
-3.8203125,3.9003906
-5.75,5.7890625
-5.515625,5.5390625
-5.15625,5.1679688
-4.78125,4.8710938
-5.3632812,5.4570312
-2.5273438,2.625
-4.0625,4.1796875
-4.7617188,4.859375
-5.7851562,5.875
-3.046875,2.9941406
-4.1640625,4.2539062
-5.3046875,5.3671875
-3.9863281,4.0898438
-5.15625,5.2460938
-5.0664062,5.1640625
-3.8867188,3.96875
-4.9960938,5.1015625
-5.2734375,5.3085938
-4.4804688,4.59375
-3.7929688,3.9042969
-4.6640625,4.7617188
-5.1484375,5.2148438
-4.5273438,4.5625
-4.2734375,4.3828125
-4.3867188,4.4570312
-3.6914062,3.75
-5.3789062,5.4257812
-5.078125,5.1484375
-3.5957031,3.6503906
-4.7109375,4.7929688
-3.7421875,3.8339844
-5.078125,5.1796875
-4.0742188,4.1445312
-3.6640625,3.7148438
-2.8203125,2.8203125
-4.0117188,4.0820312
-5.6210938,5.6640625
-4.671875,4.7851562
-2.8710938,2.9394531
-4.9335938,5.0
-5.2460938,5.3164062
-4.8085938,4.890625
-5.1054688,5.203125
-4.7539062,4.7734375
-4.9414062,5.0
-5.8476562,5.9296875
-5.875,5.953125
-5.046875,5.0898438
-4.6015625,4.625
-5.1875,5.203125
-4.4179688,4.484375
-5.1796875,5.3164062
-4.3710938,4.3828125
-5.0546875,5.1523438
-4.3984375,4.5117188
-4.34375,4.3867188
-2.3183594,2.2871094
-3.8789062,3.953125
-4.3867188,4.5117188
-4.8476562,4.8554688
-5.1835938,5.2226562
-4.5078125,4.6015625
-4.3984375,4.5234375
-3.6894531,3.75
-4.7421875,4.796875
-5.5429688,5.5898438
-3.1953125,3.2578125
-4.9609375,5.0273438
-3.5097656,3.6074219
-4.0546875,4.125
-3.9707031,4.0195312
-4.7304688,4.8632812
-5.0742188,5.2148438
-4.6835938,4.8125
-5.34375,5.3945312
-4.4375,4.515625
-4.703125,4.78125
-5.0039062,5.0703125
-5.0625,5.1914062
-4.234375,4.3085938
-5.859375,5.9179688
-5.0859375,5.0976562
-4.7109375,4.78125
-4.203125,4.2382812
-2.9355469,3.0644531
-4.1289062,4.1640625
-5.3242188,5.4414062
-4.8710938,4.9609375
-3.5859375,3.5175781
-5.3320312,5.3671875
-4.671875,4.7226562
-5.34375,5.4335938
-5.265625,5.375
-4.765625,4.9414062
-4.4726562,4.4804688
-5.15625,5.3320312
-4.4921875,4.6015625
-4.7578125,4.8203125
-4.6328125,4.7109375
-4.1289062,4.2265625
-4.5,4.5820312
-3.3886719,3.5234375
-4.1132812,4.1875
-4.7148438,4.7421875
-4.1054688,4.15625
-3.6757812,3.7226562
-3.8925781,3.9277344
-5.0664062,5.171875
-4.3203125,4.4414062
-5.0507812,5.1875
-4.984375,5.0703125
-3.0507812,3.0742188
-4.8359375,4.8710938
-5.0859375,5.25
-3.28125,3.3730469
-4.0976562,4.1445312
-4.6210938,4.7382812
-5.1289062,5.1875
-5.0078125,5.1171875
-4.6171875,4.7539062
-4.0859375,4.1992188
-5.3125,5.40625
-4.9960938,5.1289062
-5.125,5.2773438
-5.1171875,5.21875
-5.8398438,5.9296875
-5.7226562,5.8398438
-5.4570312,5.578125
-5.3515625,5.5039062
-2.7324219,2.7753906
-5.5546875,5.6367188
-4.9179688,4.9414062
-4.6875,4.7890625
-5.3203125,5.3945312
-4.5351562,4.6835938
-5.1679688,5.2421875
-3.2011719,3.2246094
-5.140625,5.1914062
-3.0429688,3.2148438
-5.0546875,5.0976562
-5.234375,5.3398438
-5.0820312,5.2070312
-4.8867188,5.0273438
-5.78125,5.8789062
-5.2070312,5.3046875
-5.1484375,5.2382812
-3.9277344,4.0429688
-5.0664062,5.1914062
-4.8632812,5.015625
-3.7558594,3.8535156
-5.0664062,5.1835938
-5.1132812,5.1640625
-5.0507812,5.1640625
-4.8671875,5.0117188
-2.03125,2.0742188
-5.265625,5.375
-3.8691406,4.0273438
-5.015625,5.203125
-1.6425781,1.6933594
-4.6875,4.8828125
-2.5722656,2.6679688
-5.1523438,5.2578125
-3.8554688,4.0507812
-4.359375,4.5195312
-5.3710938,5.3984375
-4.8515625,4.8984375
-5.453125,5.5078125
-4.7109375,4.8046875
-4.9921875,5.0859375
-4.7890625,4.9648438
-5.046875,5.2226562
-4.1210938,4.265625
-5.0742188,5.2382812
-4.6601562,4.7578125
-4.3789062,4.5039062
-4.5625,4.7109375
-3.4082031,3.5136719
-4.5234375,4.5976562
-5.671875,5.8085938
-4.5,4.65625
-5.03125,5.1054688
-4.703125,4.84375
-5.59375,5.71875
-4.4296875,4.4960938
-3.8632812,4.0117188
-5.125,5.1445312
-4.71875,4.828125
-4.5117188,4.6445312
-5.0117188,5.171875
-3.9335938,3.9804688
-3.5410156,3.6484375
-4.875,5.015625
-3.8945312,4.0429688
-5.1992188,5.3242188
-5.5234375,5.609375
-5.3984375,5.4726562
-4.265625,4.4140625
-4.6328125,4.6796875
-5.2109375,5.3164062
-5.1757812,5.2773438
-4.5546875,4.7109375
-3.1308594,3.2460938
-5.2734375,5.328125
-5.5,5.6015625
-5.0351562,5.1289062
-4.4960938,4.6875
-5.2382812,5.3515625
-4.9765625,5.0820312
-5.375,5.4882812
-4.8515625,4.8710938
-5.3554688,5.5546875
-4.3359375,4.5507812
-4.484375,4.5234375
-5.4648438,5.5664062
-5.2617188,5.3710938
-5.8203125,5.8671875
-4.7890625,4.8984375
-5.5546875,5.6796875
-5.1679688,5.2773438
-4.1015625,4.171875
-5.3984375,5.4882812
-3.5136719,3.6425781
-4.875,4.9648438
-5.5898438,5.6992188
-5.2148438,5.2851562
-5.28125,5.3710938
-4.3867188,4.4492188
-4.4648438,4.5859375
-4.8007812,4.859375
-5.0390625,5.046875
-4.8046875,4.859375
-5.1289062,5.3085938
-4.9570312,5.1015625
-4.3671875,4.4921875
-5.4726562,5.6054688
